kind	legacyId	owner	disposition	replacementId
java	com/salesforce/revoman/internal/postman/PostmanSDK$JSEvaluator|CLASS|<class>|Lcom/salesforce/revoman/internal/postman/PostmanSDK$JSEvaluator;|0x0011|0x0000	CS2a	removed	internal-runtime/PmSandbox
java	com/salesforce/revoman/internal/postman/PostmanSDK$JSEvaluator|CONSTRUCTOR|<init>|(Lcom/salesforce/revoman/internal/postman/PostmanSDK;Ljava/lang/String;)V|0x0011|0x0001	CS2a	removed	internal-runtime/PmSandbox
java	com/salesforce/revoman/internal/postman/PostmanSDK$JSEvaluator|CONSTRUCTOR|<init>|(Lcom/salesforce/revoman/internal/postman/PostmanSDK;Ljava/lang/String;ILkotlin/jvm/internal/DefaultConstructorMarker;)V|0x0011|0x1001	CS2a	removed	internal-runtime/PmSandbox
java	com/salesforce/revoman/internal/postman/PostmanSDK$JSEvaluator|FIELD|this$0|Lcom/salesforce/revoman/internal/postman/PostmanSDK;|0x0011|0x1010	CS2a	removed	internal-runtime/PmSandbox
java	com/salesforce/revoman/internal/postman/PostmanSDK$JSEvaluator|METHOD|evaluateJS$com_salesforce_revoman_revoman|(Ljava/lang/String;Ljava/util/Map;)Lorg/graalvm/polyglot/Value;|0x0011|0x0011	CS2a	removed	internal-runtime/PmSandbox
java	com/salesforce/revoman/internal/postman/PostmanSDK$JSEvaluator|METHOD|evaluateJS$com_salesforce_revoman_revoman$default|(Lcom/salesforce/revoman/internal/postman/PostmanSDK$JSEvaluator;Ljava/lang/String;Ljava/util/Map;ILjava/lang/Object;)Lorg/graalvm/polyglot/Value;|0x0011|0x1009	CS2a	removed	internal-runtime/PmSandbox
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|CLASS|<class>|Lcom/salesforce/revoman/internal/postman/PostmanSDK$Request;|0x0011|0x0000	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|CONSTRUCTOR|<init>|(Lcom/salesforce/revoman/internal/postman/PostmanSDK;Ljava/lang/String;Ljava/util/List;Lcom/salesforce/revoman/internal/postman/template/Url;Lcom/salesforce/revoman/internal/postman/template/Body;Ljava/util/List;)V|0x0011|0x0001	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|CONSTRUCTOR|<init>|(Lcom/salesforce/revoman/internal/postman/PostmanSDK;Ljava/lang/String;Ljava/util/List;Lcom/salesforce/revoman/internal/postman/template/Url;Lcom/salesforce/revoman/internal/postman/template/Body;Ljava/util/List;ILkotlin/jvm/internal/DefaultConstructorMarker;)V|0x0011|0x1001	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|FIELD|body|Lcom/salesforce/revoman/internal/postman/template/Body;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|FIELD|event|Ljava/util/List;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|FIELD|header|Ljava/util/List;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|FIELD|method|Ljava/lang/String;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|FIELD|this$0|Lcom/salesforce/revoman/internal/postman/PostmanSDK;|0x0011|0x1010	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|FIELD|url|Lcom/salesforce/revoman/internal/postman/template/Url;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|METHOD|copy|(Ljava/util/List;Lcom/salesforce/revoman/internal/postman/template/Url;Lcom/salesforce/revoman/internal/postman/template/Body;)Lcom/salesforce/revoman/internal/postman/PostmanSDK$Request;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Request|METHOD|json|()Lorg/graalvm/polyglot/Value;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Response|CLASS|<class>|Lcom/salesforce/revoman/internal/postman/PostmanSDK$Response;|0x0011|0x0000	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Response|CONSTRUCTOR|<init>|(Lcom/salesforce/revoman/internal/postman/PostmanSDK;ILjava/lang/String;Ljava/lang/String;)V|0x0011|0x0001	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Response|FIELD|body|Ljava/lang/String;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Response|FIELD|code|I|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Response|FIELD|status|Ljava/lang/String;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Response|FIELD|this$0|Lcom/salesforce/revoman/internal/postman/PostmanSDK;|0x0011|0x1010	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Response|METHOD|json|()Lorg/graalvm/polyglot/Value;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Response|METHOD|text|()Ljava/lang/String;|0x0011|0x0011	CS2a	removed	immutable request and response snapshots
java	com/salesforce/revoman/internal/postman/PostmanSDK$Variables|CLASS|<class>|Lcom/salesforce/revoman/internal/postman/PostmanSDK$Variables;|0x0011|0x0000	CS2a	removed	VariableScopesView and callback-scoped editors
java	com/salesforce/revoman/internal/postman/PostmanSDK$Variables|CONSTRUCTOR|<init>|(Lcom/salesforce/revoman/internal/postman/PostmanSDK;)V|0x0011|0x0001	CS2a	removed	VariableScopesView and callback-scoped editors
java	com/salesforce/revoman/internal/postman/PostmanSDK$Variables|FIELD|this$0|Lcom/salesforce/revoman/internal/postman/PostmanSDK;|0x0011|0x1010	CS2a	removed	VariableScopesView and callback-scoped editors
java	com/salesforce/revoman/internal/postman/PostmanSDK$Variables|METHOD|get|(Ljava/lang/String;)Ljava/lang/Object;|0x0011|0x0011	CS2a	removed	VariableScopesView and callback-scoped editors
java	com/salesforce/revoman/internal/postman/PostmanSDK$Variables|METHOD|has|(Ljava/lang/String;)Z|0x0011|0x0011	CS2a	removed	VariableScopesView and callback-scoped editors
java	com/salesforce/revoman/internal/postman/PostmanSDK$Variables|METHOD|replaceIn|(Ljava/lang/String;)Ljava/lang/String;|0x0011|0x0011	CS2a	removed	VariableScopesView and callback-scoped editors
java	com/salesforce/revoman/internal/postman/PostmanSDK$Variables|METHOD|set|(Ljava/lang/String;Ljava/lang/Object;)V|0x0011|0x0011	CS2a	removed	VariableScopesView and callback-scoped editors
java	com/salesforce/revoman/internal/postman/PostmanSDK$Variables|METHOD|unset|(Ljava/lang/String;)V|0x0011|0x0011	CS2a	removed	VariableScopesView and callback-scoped editors
java	com/salesforce/revoman/internal/postman/PostmanSDK$Xml2Json|CLASS|<class>|Lcom/salesforce/revoman/internal/postman/PostmanSDK$Xml2Json;|0x0609|0x0000	CS2a	removed	JsonCodec
java	com/salesforce/revoman/internal/postman/PostmanSDK$Xml2Json|METHOD|xml2Json|(Ljava/lang/String;)Ljava/lang/Object;|0x0609|0x0401	CS2a	removed	JsonCodec
java	com/salesforce/revoman/internal/postman/RegexReplacer|CLASS|<class>|Lcom/salesforce/revoman/internal/postman/RegexReplacer;|0x0031|0x0000	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer|CONSTRUCTOR|<init>|()V|0x0031|0x0001	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer|CONSTRUCTOR|<init>|(Ljava/util/Map;Lkotlin/jvm/functions/Function2;)V|0x0031|0x0001	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer|CONSTRUCTOR|<init>|(Ljava/util/Map;Lkotlin/jvm/functions/Function2;ILkotlin/jvm/internal/DefaultConstructorMarker;)V|0x0031|0x1001	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer|FIELD|Companion|Lcom/salesforce/revoman/internal/postman/RegexReplacer$Companion;|0x0031|0x0019	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer|METHOD|replaceVariablesInEnv$com_salesforce_revoman_revoman|(Lcom/salesforce/revoman/internal/postman/PostmanSDK;)Ljava/util/Map;|0x0031|0x0011	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer|METHOD|replaceVariablesInPmItem$com_salesforce_revoman_revoman|(Lcom/salesforce/revoman/internal/postman/template/Item;Lcom/salesforce/revoman/internal/postman/PostmanSDK;)Lcom/salesforce/revoman/internal/postman/template/Item;|0x0031|0x0011	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer|METHOD|replaceVariablesInRequestRecursively$com_salesforce_revoman_revoman|(Lcom/salesforce/revoman/internal/postman/template/Request;Lcom/salesforce/revoman/internal/postman/PostmanSDK;)Lcom/salesforce/revoman/internal/postman/template/Request;|0x0031|0x0011	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer|METHOD|replaceVariablesRecursively$com_salesforce_revoman_revoman|(Ljava/lang/String;Lcom/salesforce/revoman/internal/postman/PostmanSDK;)Ljava/lang/String;|0x0031|0x0011	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer$Companion|CLASS|<class>|Lcom/salesforce/revoman/internal/postman/RegexReplacer$Companion;|0x0019|0x0000	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer$Companion|CONSTRUCTOR|<init>|(Lkotlin/jvm/internal/DefaultConstructorMarker;)V|0x0019|0x1001	CS2a	removed	journal-backed variable resolver
java	com/salesforce/revoman/internal/postman/RegexReplacer$Companion|METHOD|access$setItBackInEnvironment|(Lcom/salesforce/revoman/internal/postman/RegexReplacer$Companion;Ljava/lang/String;Ljava/lang/String;Lcom/salesforce/revoman/internal/postman/PostmanSDK;)V|0x0019|0x1019	CS2a	removed	journal-backed variable resolver
behavior	PostmanSDK.aggregate	CS2a	internalized	ExecutionSession and KickExecution owned transitional state
behavior	PostmanSDK.legacyEvaluator	CS2a	removed	real PmSandbox
behavior	Kick.nodeModulesPath	CS2a	deprecated	vendored Postman sandbox modules; value ignored
behavior	execution.publicBoundary	CS2a	replaced	one ExecutionSession per outermost revUp
behavior	execution.resourceCleanup	CS2a	replaced	ResourceScope reverse-order deterministic close
behavior	sandbox.bootSource	CS2a	replaced	one retained immutable boot Source per engine lifecycle
behavior	Step.deepIdentity	CS2b	replaced	execution-local StepId
behavior	Ledger.pathOnlyIdentity	CS2b	replaced	versioned LedgerStepKey
behavior	Step.rawPMStep	CS2b	removed	StepDescriptor and lightweight request metadata
behavior	controlFlow.linearTargetScan	CS2b	replaced	precomputed jump-target index
behavior	TxnInfo.liveHttpMessage	CS2b	replaced	HttpRequestSnapshot and HttpResponseSnapshot
behavior	Moshi.perCallRegistryMutation	CS2c	removed	immutable JsonCodec and explicit one-off JsonAdapter
behavior	Moshi.reusableDerivedAdapters	CS2c	replaced	environment.codec.withAdapters immutable derived codec
behavior	FrozenValue.numericNormalization	CS2c	replaced	BigInteger and BigDecimal first with Int Long BigInteger Decimal normalization
behavior	RunLogSink.undeclaredCapabilities	CS2d	replaced	immutable RunLogCapabilities
behavior	RunLogSink.implicitAttachment	CS2d	replaced	EXCLUSIVE or CONCURRENT_SAFE attachment policy
behavior	RunLogSink.missingFlushBoundary	CS2d	replaced	flush(boundary)
behavior	RunLogSink.NoOpInstalled	CS2d	removed	no sink installation when capabilities are empty
behavior	FileRunLogSink.perLineFlush	CS2d	removed	STEP_BOUNDARY or CLOSE_ONLY flush
behavior	FileRunLogSink.duplicateSummaryRewrite	CS2d	removed	single footer summary
behavior	PostmanEnvironment.fullScopeSynchronization	CS3	replaced	cause-tagged changed/read journals with phase barriers
behavior	sandbox.hostGuestPhaseBoundary	CS3	replaced	explicit bidirectional set and unset barrier after every phase
behavior	sandbox.unboundedExecution	CS3	bounded	SandboxBudget wall-clock timer and event-loop limits
behavior	PostmanEnvironment.directConstruction	CS4	removed	VariableScopesView VariableScopeEditor VariableScopesSnapshot
behavior	PostmanEnvironment.mapDelegation	CS4	removed	purpose-specific scope views and callback-scoped editors
behavior	PostmanEnvironment.copyQueryJsonHelpers	CS4	removed	scope views plus explicit JsonCodec helpers
behavior	Rundown.mutableEnv	CS4	removed	immutable VariableScopesSnapshot
behavior	Rundown.collectionVariables	CS4	replaced	immutable final VariableScopesSnapshot
behavior	Rundown.globals	CS4	replaced	immutable final VariableScopesSnapshot
behavior	hooks.mutableRundown	CS4	removed	RunProgress plus explicit VariableScopeEditors
behavior	PostExeHook.mutableCurrentRundown	CS4	removed	PostExecutionContext before finalization
behavior	PostExeHook.accumulatedCurrentRundown	CS4	removed	priorRundowns plus progress.snapshot
behavior	picks.mutableRundown	CS4	removed	purpose-specific read-only context
behavior	dynamicVariableGenerator.mutableRundown	CS4	removed	purpose-specific read-only context and scoped editor
behavior	StepEnvVars	CS4	removed	StepEnvironmentEffects
behavior	StepReport.fullEnvironmentRetention	CS4	removed	touched-value StepEnvironmentEffects
behavior	TxnInfo.txnObj	CS4	removed	on-demand decode from immutable HTTP snapshot
behavior	TxnInfo.embeddedMoshiReVoman	CS4	removed	explicit JsonCodec or JsonAdapter
behavior	execution.unboundedHistory	CS4	removed	optional bounded or streaming ExecutionTrace
behavior	ledger.producedConsumedTracking	CS4	replaced	journal-derived produced consumed unset reused effects
behavior	polling.mutableCallbacks	CS5	removed	purpose-specific read-only polling context
behavior	PollingReport.unboundedHistory	CS5	bounded	terminalResponse statusCounts and bounded recentResponses
behavior	polling.finalSleep	CS5	removed	absolute monotonic deadline
behavior	polling.inFlightRequest	CS5	bounded	deadline-aware cancellable transport handle
behavior	InputStream.reusableConfiguration	CS6	removed	reopenable InputSource or immutable bytes
behavior	executionInput.reopenDuringRun	CS6	removed	execution-scoped immutable ExecutionInputs snapshot
behavior	executionInput.crossExecutionParsedCache	CS6	removed	fresh snapshot per top-level execution; no initial cross-run cache
behavior	classpathJar.unboundedFileSystemRegistry	CS6	replaced	reference-counted resolver leases
json	Rundown:<absent>:/schemaVersion	CS4	versioned	RundownV2:/schemaVersion
json	Rundown:/providedStepsToExecuteCount	CS4	retained	RundownV2:/providedStepsToExecuteCount
json	Rundown:/executedStepCount	CS4	retained	RundownV2:/executedStepCount
json	Rundown:/httpFailureStepCount	CS4	retained	RundownV2:/httpFailureStepCount
json	Rundown:/unsuccessfulStepCount	CS4	retained	RundownV2:/unsuccessfulStepCount
json	Rundown:/executionFailureStepCount	CS4	retained	RundownV2:/executionFailureStepCount
json	Rundown:/areAllStepsSuccessful	CS4	retained	RundownV2:/areAllStepsSuccessful
json	Rundown:/areAllStepsExceptIgnoredSuccessful	CS4	retained	RundownV2:/areAllStepsExceptIgnoredSuccessful
json	Rundown:/firstUnsuccessfulStepReport	CS4	replaced	RundownV2:/firstUnsuccessfulStepReport
json	Rundown:/stepReports	CS4	replaced	RundownV2:/stepReports
json	Rundown:<absent>:/finalScopes	CS4	versioned	RundownV2:/finalScopes
json	Rundown:/environment	CS4	replaced	RundownV2:/finalScopes/environment
json	Rundown:<absent>:/finalScopes/collectionVariables	CS4	versioned	RundownV2:/finalScopes/collectionVariables
json	Rundown:<absent>:/finalScopes/globals	CS4	versioned	RundownV2:/finalScopes/globals
json	StepSummary:/firstUnsuccessfulStepReport/index	CS4	retained	StepSummaryV2:/firstUnsuccessfulStepReport/index
json	StepSummary:/firstUnsuccessfulStepReport/name	CS4	retained	StepSummaryV2:/firstUnsuccessfulStepReport/name
json	StepSummary:/firstUnsuccessfulStepReport/isSuccessful	CS4	retained	StepSummaryV2:/firstUnsuccessfulStepReport/isSuccessful
json	StepSummary:/firstUnsuccessfulStepReport/failure	CS4	replaced	StepSummaryV2:/firstUnsuccessfulStepReport/failure
json	StepReport:/stepReports/*/index	CS4	retained	StepReportV2:/stepReports/*/index
json	StepReport:/stepReports/*/name	CS4	retained	StepReportV2:/stepReports/*/name
json	StepReport:/stepReports/*/displayName	CS4	retained	StepReportV2:/stepReports/*/displayName
json	StepReport:/stepReports/*/isSuccessful	CS4	retained	StepReportV2:/stepReports/*/isSuccessful
json	StepReport:/stepReports/*/isHttpStatusSuccessful	CS4	retained	StepReportV2:/stepReports/*/isHttpStatusSuccessful
json	StepReport:/stepReports/*/request	CS4	replaced	StepReportV2:/stepReports/*/request
json	StepReport:/stepReports/*/request/method	CS4	retained	StepReportV2:/stepReports/*/request/method
json	StepReport:/stepReports/*/request/uri	CS4	retained	StepReportV2:/stepReports/*/request/uri
json	StepReport:<absent>:/stepReports/*/request/protocol	CS4	versioned	StepReportV2:/stepReports/*/request/protocol
json	StepReport:/stepReports/*/request/headers	CS4	replaced	StepReportV2:/stepReports/*/request/headers
json	StepReport:/stepReports/*/request/headers/<object-key>	CS4	replaced	StepReportV2:/stepReports/*/request/headers/*/name
json	StepReport:/stepReports/*/request/headers/<object-value>	CS4	replaced	StepReportV2:/stepReports/*/request/headers/*/value
json	StepReport:/stepReports/*/request/body	CS4	replaced	StepReportV2:/stepReports/*/request/body
json	StepReport:<absent>:/stepReports/*/request/body/base64	CS4	versioned	StepReportV2:/stepReports/*/request/body/base64
json	StepReport:<absent>:/stepReports/*/request/body/length	CS4	versioned	StepReportV2:/stepReports/*/request/body/length
json	StepReport:<absent>:/stepReports/*/request/body/mediaType	CS4	versioned	StepReportV2:/stepReports/*/request/body/mediaType
json	StepReport:/stepReports/*/response	CS4	replaced	StepReportV2:/stepReports/*/response
json	StepReport:/stepReports/*/response/statusCode	CS4	retained	StepReportV2:/stepReports/*/response/statusCode
json	StepReport:/stepReports/*/response/statusDescription	CS4	retained	StepReportV2:/stepReports/*/response/statusDescription
json	StepReport:<absent>:/stepReports/*/response/protocol	CS4	versioned	StepReportV2:/stepReports/*/response/protocol
json	StepReport:/stepReports/*/response/headers	CS4	replaced	StepReportV2:/stepReports/*/response/headers
json	StepReport:/stepReports/*/response/headers/<object-key>	CS4	replaced	StepReportV2:/stepReports/*/response/headers/*/name
json	StepReport:/stepReports/*/response/headers/<object-value>	CS4	replaced	StepReportV2:/stepReports/*/response/headers/*/value
json	StepReport:/stepReports/*/response/body	CS4	replaced	StepReportV2:/stepReports/*/response/body
json	StepReport:<absent>:/stepReports/*/response/body/base64	CS4	versioned	StepReportV2:/stepReports/*/response/body/base64
json	StepReport:<absent>:/stepReports/*/response/body/length	CS4	versioned	StepReportV2:/stepReports/*/response/body/length
json	StepReport:<absent>:/stepReports/*/response/body/mediaType	CS4	versioned	StepReportV2:/stepReports/*/response/body/mediaType
json	StepReport:/stepReports/*/failure	CS4	replaced	StepReportV2:/stepReports/*/failure
json	FailureDescriptor:/firstUnsuccessfulStepReport/failure/type	CS4	replaced	FailureDescriptorV2:/firstUnsuccessfulStepReport/failure/type
json	FailureDescriptor:<absent>:/firstUnsuccessfulStepReport/failure/phase	CS4	versioned	FailureDescriptorV2:/firstUnsuccessfulStepReport/failure/phase
json	FailureDescriptor:<absent>:/firstUnsuccessfulStepReport/failure/stage	CS4	versioned	FailureDescriptorV2:/firstUnsuccessfulStepReport/failure/stage
json	FailureDescriptor:/firstUnsuccessfulStepReport/failure/message	CS4	replaced	FailureDescriptorV2:/firstUnsuccessfulStepReport/failure/message
json	FailureDescriptor:<absent>:/firstUnsuccessfulStepReport/failure/causeType	CS4	versioned	FailureDescriptorV2:/firstUnsuccessfulStepReport/failure/causeType
json	FailureDescriptor:/firstUnsuccessfulStepReport/failure/httpStatusCode	CS4	retained	FailureDescriptorV2:/firstUnsuccessfulStepReport/failure/httpStatusCode
json	FailureDescriptor:/firstUnsuccessfulStepReport/failure/httpStatusDescription	CS4	retained	FailureDescriptorV2:/firstUnsuccessfulStepReport/failure/httpStatusDescription
json	FailureDescriptor:/stepReports/*/failure/type	CS4	replaced	FailureDescriptorV2:/stepReports/*/failure/type
json	FailureDescriptor:<absent>:/stepReports/*/failure/phase	CS4	versioned	FailureDescriptorV2:/stepReports/*/failure/phase
json	FailureDescriptor:<absent>:/stepReports/*/failure/stage	CS4	versioned	FailureDescriptorV2:/stepReports/*/failure/stage
json	FailureDescriptor:/stepReports/*/failure/message	CS4	replaced	FailureDescriptorV2:/stepReports/*/failure/message
json	FailureDescriptor:<absent>:/stepReports/*/failure/causeType	CS4	versioned	FailureDescriptorV2:/stepReports/*/failure/causeType
json	FailureDescriptor:/stepReports/*/failure/httpStatusCode	CS4	retained	FailureDescriptorV2:/stepReports/*/failure/httpStatusCode
json	FailureDescriptor:/stepReports/*/failure/httpStatusDescription	CS4	retained	FailureDescriptorV2:/stepReports/*/failure/httpStatusDescription
json	StepReport:/stepReports/*/pollingReport	CS5	replaced	StepReportV2:/stepReports/*/pollingReport
json	StepReport:/stepReports/*/pollingFailure	CS5	replaced	StepReportV2:/stepReports/*/pollingFailure
json	StepReport:/stepReports/*/pmTestAssertions	CS4	retained	StepReportV2:/stepReports/*/pmTestAssertions
json	PmTestAssertion:/stepReports/*/pmTestAssertions/*/name	CS4	retained	PmTestAssertionV2:/stepReports/*/pmTestAssertions/*/name
json	PmTestAssertion:/stepReports/*/pmTestAssertions/*/passed	CS4	retained	PmTestAssertionV2:/stepReports/*/pmTestAssertions/*/passed
json	PmTestAssertion:/stepReports/*/pmTestAssertions/*/skipped	CS4	retained	PmTestAssertionV2:/stepReports/*/pmTestAssertions/*/skipped
json	PmTestAssertion:/stepReports/*/pmTestAssertions/*/error	CS4	retained	PmTestAssertionV2:/stepReports/*/pmTestAssertions/*/error
json	PmTestAssertion:/stepReports/*/pmTestAssertions/*/exeType	CS4	retained	PmTestAssertionV2:/stepReports/*/pmTestAssertions/*/exeType
json	StepReport:/stepReports/*/envSnapshot	CS4	replaced	StepReportV2:/stepReports/*/variableEffects
json	StepEnvironmentEffects:<absent>:/stepReports/*/variableEffects/producedValues	CS4	versioned	StepEnvironmentEffectsV2:/stepReports/*/variableEffects/producedValues
json	StepEnvironmentEffects:<absent>:/stepReports/*/variableEffects/consumedKeys	CS4	versioned	StepEnvironmentEffectsV2:/stepReports/*/variableEffects/consumedKeys
json	StepEnvironmentEffects:<absent>:/stepReports/*/variableEffects/unsetKeys	CS4	versioned	StepEnvironmentEffectsV2:/stepReports/*/variableEffects/unsetKeys
json	StepEnvironmentEffects:<absent>:/stepReports/*/variableEffects/reusedValues	CS4	versioned	StepEnvironmentEffectsV2:/stepReports/*/variableEffects/reusedValues
json	PollingReport:/stepReports/*/pollingReport/pollAttempts	CS5	retained	PollingReportV2:/stepReports/*/pollingReport/pollAttempts
json	PollingReport:/stepReports/*/pollingReport/totalDurationMs	CS5	retained	PollingReportV2:/stepReports/*/pollingReport/totalDurationMs
json	PollingReport:<absent>:/stepReports/*/pollingReport/terminalResponse	CS5	versioned	PollingReportV2:/stepReports/*/pollingReport/terminalResponse
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingReport/terminalResponse/statusCode	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingReport/terminalResponse/statusCode
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingReport/terminalResponse/statusDescription	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingReport/terminalResponse/statusDescription
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingReport/terminalResponse/protocol	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingReport/terminalResponse/protocol
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingReport/terminalResponse/headers	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingReport/terminalResponse/headers
json	HeaderEntry:<absent>:/stepReports/*/pollingReport/terminalResponse/headers/*/name	CS5	versioned	HeaderEntryV2:/stepReports/*/pollingReport/terminalResponse/headers/*/name
json	HeaderEntry:<absent>:/stepReports/*/pollingReport/terminalResponse/headers/*/value	CS5	versioned	HeaderEntryV2:/stepReports/*/pollingReport/terminalResponse/headers/*/value
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingReport/terminalResponse/body	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingReport/terminalResponse/body
json	BodySnapshot:<absent>:/stepReports/*/pollingReport/terminalResponse/body/base64	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingReport/terminalResponse/body/base64
json	BodySnapshot:<absent>:/stepReports/*/pollingReport/terminalResponse/body/length	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingReport/terminalResponse/body/length
json	BodySnapshot:<absent>:/stepReports/*/pollingReport/terminalResponse/body/mediaType	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingReport/terminalResponse/body/mediaType
json	PollingReport:<absent>:/stepReports/*/pollingReport/statusCounts	CS5	versioned	PollingReportV2:/stepReports/*/pollingReport/statusCounts
json	StatusCount:<absent>:/stepReports/*/pollingReport/statusCounts/*/status	CS5	versioned	StatusCountV2:/stepReports/*/pollingReport/statusCounts/*/status
json	StatusCount:<absent>:/stepReports/*/pollingReport/statusCounts/*/count	CS5	versioned	StatusCountV2:/stepReports/*/pollingReport/statusCounts/*/count
json	PollingReport:<absent>:/stepReports/*/pollingReport/recentResponses	CS5	versioned	PollingReportV2:/stepReports/*/pollingReport/recentResponses
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingReport/recentResponses/*/statusCode	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingReport/recentResponses/*/statusCode
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingReport/recentResponses/*/statusDescription	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingReport/recentResponses/*/statusDescription
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingReport/recentResponses/*/protocol	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingReport/recentResponses/*/protocol
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingReport/recentResponses/*/headers	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingReport/recentResponses/*/headers
json	HeaderEntry:<absent>:/stepReports/*/pollingReport/recentResponses/*/headers/*/name	CS5	versioned	HeaderEntryV2:/stepReports/*/pollingReport/recentResponses/*/headers/*/name
json	HeaderEntry:<absent>:/stepReports/*/pollingReport/recentResponses/*/headers/*/value	CS5	versioned	HeaderEntryV2:/stepReports/*/pollingReport/recentResponses/*/headers/*/value
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingReport/recentResponses/*/body	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingReport/recentResponses/*/body
json	BodySnapshot:<absent>:/stepReports/*/pollingReport/recentResponses/*/body/base64	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingReport/recentResponses/*/body/base64
json	BodySnapshot:<absent>:/stepReports/*/pollingReport/recentResponses/*/body/length	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingReport/recentResponses/*/body/length
json	BodySnapshot:<absent>:/stepReports/*/pollingReport/recentResponses/*/body/mediaType	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingReport/recentResponses/*/body/mediaType
json	PollingFailure:<absent>:/stepReports/*/pollingFailure/type	CS5	versioned	PollingFailureV2:/stepReports/*/pollingFailure/type
json	PollingFailure:/stepReports/*/pollingFailure/message	CS5	retained	PollingFailureV2:/stepReports/*/pollingFailure/message
